DATETIME,ERRORLEVEL,TAG,VALUE,LINE,FILE
"2015-10-02 21:37:09",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:37:09",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:37:09",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:39:25",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:39:25",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:39:25",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:42:26",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:42:26",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:42:26",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:43:06",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:43:06",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:43:06",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:43:37",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:43:37",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:43:37",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:43:41",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:43:41",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:43:41",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:43:53",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:43:53",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:43:53",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:48:06",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:48:06",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:48:06",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:51:34",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:51:34",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:51:34",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:52:10",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:52:10",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:52:10",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:54:20",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:54:20",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:54:20",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:56:11",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:56:11",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:56:11",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:58:24",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:58:24",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:58:24",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:59:34",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:59:34",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:59:34",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:59:45",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:59:45",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 21:59:45",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 22:00:05",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 22:00:05",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 22:00:05",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 22:00:33",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 22:00:33",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 22:00:33",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 22:00:50",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 22:00:50",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-02 22:00:50",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 13:33:40",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 13:33:40",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 13:33:40",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:21:09",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:21:09",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:21:09",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:25:41",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:25:41",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:25:41",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:26:49",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:26:49",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:26:49",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:26:59",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:26:59",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:26:59",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:27:05",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:27:05",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:27:05",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:27:56",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:27:56",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:27:56",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:45:18",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:45:18",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:45:18",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:49:48",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:49:48",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:49:48",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:56:00",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:56:00",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:56:00",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:56:31",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:56:31",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 14:56:31",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 15:02:49",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 15:02:49",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 15:02:49",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 15:03:04",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 15:03:04",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 15:03:04",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 15:04:57",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 15:04:57",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 15:04:57",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 15:05:40",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 15:05:40",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 15:05:40",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 15:06:01",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 15:06:01",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 15:06:01",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 15:06:27",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 15:06:27",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 15:06:27",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 15:06:42",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 15:06:42",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 15:06:42",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 15:07:38",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 15:07:38",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 15:07:38",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 16:21:13",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 16:21:13",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 16:21:13",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 16:21:40",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 16:21:40",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 16:21:40",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 16:24:58",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 16:24:58",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 16:24:58",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 17:39:38",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 17:39:39",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 17:39:39",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 18:45:41",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 18:45:41",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 18:45:41",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 19:34:58",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 19:34:58",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 19:34:58",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 19:37:15",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 19:37:15",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 19:37:15",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 19:45:46",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 19:45:46",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 19:45:46",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 19:50:15",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 19:50:15",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 19:50:15",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 20:08:40",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 20:08:40",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 20:08:40",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 21:27:52",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 21:27:52",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 21:27:52",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 21:31:25",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 21:31:25",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 21:31:25",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 22:30:01",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 22:30:01",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-05 22:30:01",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:09:06",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:09:06",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:09:06",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:31:52",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:31:52",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:31:52",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:33:27",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:33:27",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:33:27",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:35:11",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:35:11",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:35:11",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:35:16",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:35:16",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:35:16",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:36:12",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:36:12",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:36:12",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:36:28",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:36:28",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:36:28",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:36:31",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:36:31",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:36:31",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:36:34",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:36:34",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:36:34",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:36:42",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:36:42",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:36:42",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:47:00",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:47:00",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:47:00",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:47:04",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:47:04",WARNING,--,"This problem can affect the program logic",28,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:47:04",DEBUG,DB,"select * from table",30,"C:\wamp\www\DemoRest\admin.php"
"2015-10-06 13:48:16",INFO,--,"The program starts here.",27,"C:\wamp\www\DemoRest\admin.php"
